,FIPS,race,lon,lat
4,170010011003016,P1_003N,-91.35898710781315,39.908432275406106
0,170010011003027,P1_003N,-91.37507893628938,39.90486730622404
0,170010011003030,P1_003N,-91.36407951057579,39.898598889304075
0,170010011004001,P1_003N,-91.34566805694328,39.925046181242
0,170010011004005,P1_003N,-91.34818112879327,39.923566506082146
0,170010011004007,P1_003N,-91.3522087137744,39.92428951269623
1,170010011004007,P1_003N,-91.35630983074141,39.92106023044109
0,170010011004011,P1_003N,-91.35518590522643,39.92266151691238
1,170010011004011,P1_003N,-91.35503244306538,39.922910243022834
0,170010011004014,P1_003N,-91.3509007649804,39.91417196749958
0,170010011004018,P1_003N,-91.34727198740941,39.91392570214468
0,170010011004025,P1_003N,-91.35151118081409,39.91347145383003
0,170010101001004,P1_012N,-91.28470325453657,40.09027548511492
0,170010101001021,P1_003N,-91.28961724149951,40.08670581727875
0,170010101002088,P1_003N,-91.22364717238284,40.148841102300025
0,170010101002147,P1_003N,-91.15065011970205,40.157094837271195
0,170010101002183,P1_012N,-91.19204278922692,40.079058236526606
0,170010101002202,P1_012N,-91.3384921427216,40.10602020800504
0,170010101003103,P1_003N,-91.36684273992363,40.07628844048794
0,170010101003104,P1_003N,-91.36424896845149,40.07792441730786
0,170010101003120,P1_003N,-91.36674812490939,40.118458912334724
0,170010101003121,P1_015N,-91.36782581356545,40.11850327053986
0,170010101004040,P1_003N,-91.35160823804335,40.049463825326434
0,170010101004043,P1_003N,-91.31477015186873,40.04240855835685
0,170010101004049,P1_003N,-91.27229249029207,40.022258009224494
1,170010101004049,P1_003N,-91.2801564059906,40.027479394198494
0,170010101004101,P1_003N,-91.15879411252688,40.03304350328359
0,170010102003013,P1_027N,-91.06963049570064,40.04910003315473
0,170010102003020,P1_003N,-91.0702627059457,40.042519610605304
0,170010102003037,P1_003N,-91.0667319465681,40.0405572962585
0,170010102003054,P1_003N,-91.06182787769266,40.039340411015125
0,170010102003060,P1_003N,-91.06348431221652,40.03635434637183
0,170010102004009,P1_003N,-90.95204410934126,40.032914030656706
0,170010102004016,P1_003N,-90.95759729873707,40.03141558182522
0,170010102004050,P1_003N,-90.9606079915252,40.02837368320626
0,170010103011014,P1_003N,-90.94338665887528,39.970017264426964
0,170010103011071,P1_003N,-90.94260774918963,39.914704989114284
0,170010103012004,P1_003N,-91.07294495433989,39.99390282284818
0,170010103012007,P1_003N,-91.03079628977505,39.983698622226036
0,170010103012015,P1_003N,-91.07446538819886,39.96440326975844
0,170010103012029,P1_003N,-91.14525075029523,39.97350230875686
0,170010103012074,P1_003N,-91.0401671365253,39.93330750114818
0,170010103012090,P1_003N,-91.12907706844452,39.917207269359984
0,170010103013005,P1_011N,-91.11240942180629,39.887372192223964
0,170010103013011,P1_003N,-91.10890265488234,39.8814303593667
0,170010103013020,P1_008N,-91.10718701966864,39.880814022641
0,170010103013041,P1_003N,-91.13332609034543,39.85930581458627
0,170010103013054,P1_003N,-91.04740811105106,39.838379543811385
0,170010103021026,P1_003N,-91.25031157139634,39.91554621335648
0,170010103021028,P1_003N,-91.26228298413639,39.913759808501176
0,170010103022064,P1_003N,-91.01905156791443,39.78730287533984
0,170010103022083,P1_003N,-91.18255218589506,39.78599024389446
0,170010103023011,P1_003N,-91.23606281847013,39.81795342276969
0,170010103023026,P1_003N,-91.23491476323092,39.81568369922484
0,170010103023036,P1_003N,-91.24471017528825,39.81648023408405
0,170010104001023,P1_003N,-91.31328656497787,39.939918825531315
0,170010104001032,P1_003N,-91.32917446905144,39.95577463775085
0,170010104001039,P1_004N,-91.32749717078187,39.94332578151869
0,170010104002000,P1_003N,-91.27962704250416,40.013540860407275
0,170010104002016,P1_003N,-91.33089709857934,39.98044912766623
0,170010104002038,P1_012N,-91.28609451907175,39.98139313660213
0,170010104002043,P1_003N,-91.27947714633413,39.99050983623836
0,170010104002047,P1_003N,-91.29229270992785,39.96425543937195
0,170010104002049,P1_003N,-91.29443027265687,39.95528661154015
0,170010104002061,P1_003N,-91.27200194499615,39.962832386602535
0,170010104003068,P1_004N,-91.23071595332148,39.947926583484964
0,170010105001000,P1_003N,-91.38985912424461,39.98083983363544
1,170010105001000,P1_003N,-91.38451423626401,39.97913962097768
0,170010105001002,P1_003N,-91.39357785970482,39.9775331721983
0,170010105001005,P1_003N,-91.40683487553754,39.97477587676536
0,170010105001010,P1_003N,-91.4097935306374,39.968391920382736
0,170010105001022,P1_003N,-91.38091094854667,39.970565916488674
0,170010105001023,P1_004N,-91.38187282749641,39.9671874531543
1,170010105001023,P1_003N,-91.38068836597019,39.967828041357535
0,170010105001029,P1_003N,-91.3951422624057,39.96979691799837
0,170010105001032,P1_003N,-91.39566483460266,39.96752002318007
0,170010105001050,P1_003N,-91.39679710704465,39.96518266737192
1,170010105001050,P1_003N,-91.39684226998217,39.9662895306857
2,170010105001050,P1_004N,-91.39955305352339,39.96593336581102
0,170010105002023,P1_003N,-91.41583565431743,39.965668879876716
0,170010105002035,P1_003N,-91.40466692709478,39.98535666695664
1,170010105002035,P1_003N,-91.40852975213029,39.9945113060526
0,170010105002058,P1_003N,-91.37758783091377,39.99835699400229
0,170010106001006,P1_003N,-91.28595314358675,39.92198920424272
1,170010106001006,P1_003N,-91.28434958630126,39.92768475313837
0,170010106001024,P1_003N,-91.32510899964925,39.91808662894867
0,170010106001035,P1_003N,-91.33964844150093,39.89365172233155
0,170010106001038,P1_003N,-91.34622238414032,39.881715111046816
1,170010106001038,P1_003N,-91.34246790827757,39.887773500867056
0,170010106002007,P1_003N,-91.30555073028007,39.91371919672317
0,170010106002016,P1_003N,-91.30918511058574,39.90195938319578
0,170010106002026,P1_003N,-91.29952317775903,39.87667111608543
0,170010106002030,P1_003N,-91.32569447207287,39.86608312041918
0,170010106002048,P1_003N,-91.35310211894824,39.87456017056426
0,170010106003001,P1_003N,-91.36691273685364,39.87644587610373
1,170010106003001,P1_003N,-91.36635865070038,39.896738916687326
0,170010106003008,P1_003N,-91.37934774633278,39.86116983188586
1,170010106003008,P1_003N,-91.39033818005245,39.877380758091704
2,170010106003008,P1_003N,-91.38776582148583,39.87639162790637
0,170010106003015,P1_003N,-91.39796180939992,39.879878829180555
0,170010106004011,P1_003N,-91.39986849348837,39.88581575526904
0,170010106004040,P1_003N,-91.35213996055005,39.829408622861706
0,170010106004066,P1_003N,-91.29501037817002,39.78089030584562
0,170010106004099,P1_003N,-91.36200527237531,39.87417360108324
0,170039576001008,P1_004N,-89.30280896102643,37.23847745481588
0,170039576001040,P1_003N,-89.26470799022083,37.23641002367213
0,170039576001054,P1_004N,-89.26900816452448,37.21424075593196
0,170039576001059,P1_003N,-89.26475388389373,37.23345535091187
0,170039576002046,P1_003N,-89.35264204778704,37.28139683854046
0,170039576002049,P1_003N,-89.38608324273774,37.26354458071302
0,170039576002065,P1_003N,-89.3873760332246,37.22588676793518
0,170039576003037,P1_003N,-89.42682862820872,37.31864320287845
0,170039576003070,P1_003N,-89.47177347756262,37.290755711348126
0,170039577001028,P1_003N,-89.45909381089267,37.218416824151284
0,170039577001054,P1_003N,-89.38930951639622,37.16925070950081
0,170039577002035,P1_003N,-89.33348742407134,37.18528406342346
0,170039577002039,P1_012N,-89.38703256533051,37.17787995358324
0,170039577002067,P1_003N,-89.25854177293404,37.194640665247064
0,170039578001089,P1_003N,-89.18967930284323,37.031985240154185
0,170039578002026,P1_004N,-89.18395738492113,37.016091800237
0,170039578002046,P1_004N,-89.18085099724026,37.009973506537264
0,170039578002053,P1_004N,-89.18093662264984,37.008077253670976
0,170039579001052,P1_004N,-89.173283075737,37.00410898650316
0,170039579002004,P1_004N,-89.18572195467515,37.005706456381255
1,170039579002004,P1_004N,-89.18411603544374,37.00643054897968
0,170039579002020,P1_004N,-89.1737453504496,36.99997209437951
0,170059512001037,P1_003N,-89.41711602914827,38.972410540575666
0,170059512002000,P1_004N,-89.40317278562277,38.94219023479509
0,170059512002008,P1_003N,-89.43113371306517,38.94834033165338
1,170059512002008,P1_003N,-89.43832823553092,38.955133598409894
0,170059512002022,P1_003N,-89.36526384865583,38.92412687236911
0,170059512002029,P1_003N,-89.3837432739146,38.9021859906099
0,170059512003003,P1_003N,-89.2747916732196,38.93047747563571
1,170059512003003,P1_003N,-89.26967242267906,38.92625390892904
2,170059512003003,P1_003N,-89.27328940466845,38.925594047729376
0,170059512003004,P1_003N,-89.26991251233733,38.925423959119136
0,170059512003049,P1_003N,-89.27127682972237,38.92125623559075
0,170059513001000,P1_003N,-89.39333989807983,38.903552959780185
0,170059513001009,P1_015N,-89.41284660921843,38.90440684783371
0,170059513001014,P1_003N,-89.40832247747959,38.897821484523845
0,170059513001023,P1_003N,-89.38963555269628,38.900276661089386
0,170059513002008,P1_004N,-89.40660774519614,38.895910750675505
0,170059513002029,P1_003N,-89.4044960945555,38.892891257443345
0,170059513002031,P1_011N,-89.40481728925712,38.89253173235231
0,170059513002036,P1_003N,-89.40606238479924,38.89189204233508
0,170059513003008,P1_003N,-89.41040797668033,38.89279424874024
1,170059513003008,P1_003N,-89.40891485205425,38.89360160750429
2,170059513003008,P1_003N,-89.40918436406501,38.893233829872685
3,170059513003008,P1_008N,-89.40883470452896,38.89360769924884
4,170059513003008,P1_003N,-89.4090895890048,38.892973932832476
0,170059513003028,P1_003N,-89.41008061692973,38.889828815395155
0,170059513004009,P1_003N,-89.42123370160634,38.88835147551432
1,170059513004009,P1_003N,-89.42070135096527,38.89421052897899
0,170059513004016,P1_003N,-89.41612634113449,38.89090188023836
1,170059513004016,P1_003N,-89.41662625131734,38.890662433938175
0,170059513004051,P1_003N,-89.42085337308914,38.883834711370966
1,170059513004051,P1_011N,-89.42115829172057,38.88364495696054
0,170059513005010,P1_003N,-89.4055766721527,38.8892676083972
0,170059513005015,P1_012N,-89.40082423017812,38.89060409640337
0,170059513005041,P1_003N,-89.39885838655391,38.882440926016805
0,170059513005045,P1_003N,-89.39426879984313,38.87855474344705
0,170059513005048,P1_003N,-89.40372100349887,38.874971755543605
0,170059513005073,P1_003N,-89.40601925852663,38.87466342782284
1,170059513005073,P1_003N,-89.40581325278848,38.8733898337359
0,170059513005082,P1_003N,-89.41208549951438,38.87036981921328
0,170059514001005,P1_003N,-89.52306168528256,39.02484120852768
0,170059514001024,P1_011N,-89.57427815511126,39.00399164736573
0,170059514001025,P1_003N,-89.57344354395464,39.00314574353622
0,170059514001031,P1_003N,-89.54413489235147,39.02626702634435
0,170059514001134,P1_003N,-89.57337498499149,38.96545990727199
0,170059514001150,P1_003N,-89.57205922909623,39.00558558863801
0,170059514002039,P1_003N,-89.46340147163491,38.85191599299598
0,170059514002068,P1_003N,-89.57696398505155,38.83116239567119
0,170059514003005,P1_003N,-89.51235368390451,38.953301766723065
0,170059514003006,P1_003N,-89.55229263213575,38.95483424303471
0,170059514003010,P1_003N,-89.5960473313342,38.925849114293044
0,170059514003039,P1_003N,-89.56914697400907,38.8928209680908
0,170059515001043,P1_003N,-89.53618895152586,38.826164450684956
0,170059515001054,P1_003N,-89.54721056097435,38.82560008620312
0,170059515002017,P1_003N,-89.59607292657176,38.79383431613263
0,170059515002041,P1_003N,-89.59662472307556,38.77567126124925
0,170059515002059,P1_003N,-89.56422908669013,38.76479882238151
0,170059515002072,P1_003N,-89.52069218146194,38.77568057200013
0,170059515002082,P1_003N,-89.52399562324976,38.77432667393152
0,170059515002103,P1_003N,-89.48743465820287,38.74516010820775
0,170059515002110,P1_003N,-89.54152411030158,38.81228084465355
0,170059515003003,P1_003N,-89.28303931926055,38.90114239374947
0,170059515003053,P1_003N,-89.39548755326534,38.83822273015858
0,170059515003112,P1_003N,-89.45355615232445,38.75808070254354
0,170059515003123,P1_003N,-89.37425341112908,38.767511099888345
0,170059515004000,P1_034N,-89.26249852032647,38.83772162942054
0,170059515004011,P1_003N,-89.36565252613265,38.82748012728076
0,170059515004069,P1_003N,-89.2768503000243,38.74363284377329
0,170070101011006,P1_003N,-88.82490794548208,42.26585274433133
1,170070101011006,P1_008N,-88.82310028236255,42.273656294203555
2,170070101011006,P1_015N,-88.8237301444716,42.27525420235486
0,170070101011012,P1_003N,-88.82482583660389,42.27199986840611
1,170070101011012,P1_003N,-88.82530764887537,42.27142152447556
0,170070101011042,P1_003N,-88.82809629403461,42.27030804786976
0,170070101011050,P1_003N,-88.82673423131054,42.27219069546341
0,170070101011058,P1_003N,-88.84297098928867,42.27013210226089
0,170070101011068,P1_003N,-88.84378031273103,42.26793968741268
0,170070101011069,P1_003N,-88.84450352882641,42.2684660396895
0,170070101011075,P1_003N,-88.84332799535503,42.266315474396755
1,170070101011075,P1_003N,-88.84269707850787,42.266271371570724
0,170070101011079,P1_003N,-88.84279467891271,42.265093960966226
1,170070101011079,P1_003N,-88.84329689036885,42.26535747431247
0,170070101011082,P1_008N,-88.8428281506605,42.264693349205785
0,170070101011088,P1_008N,-88.83321713324963,42.268589244630604
0,170070101012014,P1_003N,-88.8547746493851,42.26830562976263
0,170070101012015,P1_006N,-88.86041669572404,42.269239210564606
0,170070101012021,P1_003N,-88.85734347328108,42.266040141168396
0,170070101012023,P1_003N,-88.85831873458189,42.26773333603315
0,170070101012026,P1_008N,-88.85798870407262,42.26650693106898
0,170070101012029,P1_003N,-88.85760246176751,42.26487569213531
0,170070101012034,P1_015N,-88.85010040899299,42.26542492173867
0,170070101012035,P1_003N,-88.85474391912653,42.263182522442605
0,170070101021009,P1_008N,-88.86759943209346,42.27275278716574
1,170070101021009,P1_003N,-88.86931571282702,42.27444297465389
0,170070101021015,P1_008N,-88.86730473463835,42.27107740342597
0,170070101022008,P1_004N,-88.84580442060334,42.26295906475228
0,170070101022018,P1_003N,-88.85467695215276,42.261056701098
0,170070101022033,P1_003N,-88.85306779371764,42.25828502769738
1,170070101022033,P1_003N,-88.85410312113974,42.25770706474354
0,170070101023004,P1_003N,-88.8456995316715,42.26197950645913
0,170070101023007,P1_008N,-88.84543646368643,42.26104139228816
0,170070101023011,P1_003N,-88.85319048620853,42.25722693227358
1,170070101023011,P1_003N,-88.8572179515645,42.256641712849834
0,170070102001016,P1_003N,-88.83611015638063,42.257511803998824
0,170070102001023,P1_003N,-88.82802144826147,42.253841566827155
0,170070102002029,P1_005N,-88.83836564858252,42.2560682541202
0,170070102002034,P1_015N,-88.83753506401565,42.253661893236824
0,170070102002041,P1_003N,-88.8383047400373,42.2545696903528
0,170070102003005,P1_015N,-88.83092206327608,42.251869948609816
0,170070102003008,P1_008N,-88.83403422088794,42.253577983261366
0,170070102003014,P1_003N,-88.82987214363709,42.2501200978988
0,170070102003016,P1_015N,-88.82652812670263,42.24963589780302
0,170070102003020,P1_003N,-88.83603833146316,42.24733355143669
0,170070102003026,P1_003N,-88.83052639959658,42.244149873412205
1,170070102003026,P1_008N,-88.82779889228351,42.2455993821154
0,170070102003030,P1_008N,-88.83719083849375,42.24395334585694
0,170070102003031,P1_003N,-88.83850377677393,42.24349467898591
1,170070102003031,P1_008N,-88.83767818725126,42.2450143490483
0,170070102003033,P1_003N,-88.83293274691525,42.24356627441148
0,170070102003046,P1_003N,-88.83757230354894,42.2394319797021
0,170070103001001,P1_008N,-88.84430399763723,42.251084897551486
0,170070103001013,P1_003N,-88.8395548892522,42.248130578833575
0,170070103001016,P1_003N,-88.84419714397032,42.24842500480661
0,170070103002002,P1_015N,-88.85524351754715,42.247901482168
1,170070103002002,P1_003N,-88.85504960673599,42.24735366212389
2,170070103002002,P1_003N,-88.85934000779854,42.250755670698425
3,170070103002002,P1_003N,-88.85234742367466,42.2476386751944
4,170070103002002,P1_008N,-88.86060452101052,42.25159257879282
0,170070103002003,P1_008N,-88.85318115400928,42.25077968026
0,170070103002007,P1_015N,-88.85104901310737,42.25113522793284
1,170070103002007,P1_003N,-88.85039475908879,42.251110311579716
0,170070103002012,P1_003N,-88.85121816043286,42.24858827963518
0,170070103003010,P1_008N,-88.84417206401794,42.246213823030075
0,170070103003016,P1_003N,-88.84222331659178,42.24488216602136
0,170070103003024,P1_003N,-88.84661974504023,42.24320215923578
0,170070103003032,P1_003N,-88.84760402771614,42.241334789561606
0,170070103003033,P1_003N,-88.85305618125943,42.24211326308971
1,170070103003033,P1_003N,-88.85333860824079,42.2417931732032
0,170070103003035,P1_008N,-88.85209434547598,42.24130935812147
0,170070103003040,P1_004N,-88.85739333867457,42.24518758542259
0,170070103004001,P1_003N,-88.85749697371243,42.23932432104857
0,170070103004006,P1_008N,-88.85890660077871,42.23613615933428
1,170070103004006,P1_003N,-88.85374469794556,42.2344735696698
2,170070103004006,P1_008N,-88.85926813591566,42.234255056072534
3,170070103004006,P1_003N,-88.84452936660786,42.23412407304205
0,170070103004015,P1_003N,-88.85008326501256,42.235910411323786
0,170070104001004,P1_003N,-88.88059650701689,42.26804676332111
1,170070104001004,P1_003N,-88.8623629109954,42.255511979045075
2,170070104001004,P1_008N,-88.88840904969335,42.26597506053569
0,170070104001005,P1_003N,-88.87629931732714,42.259023750108426
0,170070104001007,P1_003N,-88.88726197076024,42.26003799709643
1,170070104001007,P1_003N,-88.88752886045835,42.26108288158183
0,170070104001058,P1_006N,-88.93567887352133,42.24427361754231
0,170070104001102,P1_003N,-88.90646319179695,42.23305957592009
0,170070104002009,P1_015N,-88.80638304167272,42.17190058702535
0,170070104002026,P1_003N,-88.88303094872764,42.22466050897645
0,170070104002028,P1_015N,-88.8775825811166,42.217355555938866
0,170070104003004,P1_003N,-88.72394833678685,42.25460346275088
0,170070104003051,P1_003N,-88.73793459373883,42.20346672061517
0,170070104003057,P1_003N,-88.77598843546738,42.196223718202745
0,170070104004004,P1_003N,-88.79878133175902,42.253425557654964
0,170070104004014,P1_003N,-88.81297430442935,42.252596695451324
0,170070104004019,P1_003N,-88.81629100957987,42.25605402613218
1,170070104004019,P1_008N,-88.81870632675214,42.25602267755856
